id,MarketId,Name,WriteDate
155,16114,beurer-belarus.by,2021-06-24 11:39:42.000000
156,3658,MedApteka,2021-06-24 11:39:42.000000
157,620,Zvonok,2021-06-24 11:39:43.000000
158,17445,violamag,2021-06-24 11:39:44.000000
159,5968,"ООО ""ТермоДАР""",2021-06-24 11:39:44.000000
160,15665,Manevr,2021-06-24 11:39:44.000000
161,17387,Trals,2021-06-24 11:39:47.000000
162,2024,EXITEQ SHOP,2021-06-24 11:39:48.000000
163,19305,Smartx - магазин полезных гаджетов,2021-06-24 11:39:49.000000
164,19111,pro-med.by,2021-06-24 11:39:49.000000
165,16615,"ООО ""ПРОФИАВТОКОМП""",2021-06-24 11:39:51.000000
166,18998,vtac.by,2021-06-24 11:39:54.000000
167,1450,avto hi fi,2021-06-24 11:39:55.000000
168,1695,4M ЧЕСТНЫЙ МАГАЗИН,2021-06-24 11:39:55.000000
169,6904,"ООО ""Автомобильные системы безопасности""",2021-06-24 11:39:55.000000
170,18928,SALONZVUKA,2021-06-24 11:39:56.000000
171,19086,Простая электрика,2021-06-24 11:40:21.000000
172,16146,Домакс Систем,2021-06-24 11:40:22.000000
173,19057,ЮниэлБелПром,2021-06-24 11:40:22.000000
174,196,FOTOMIX,2021-06-24 11:40:23.000000
175,936,ТехноМир,2021-06-24 11:40:23.000000
176,19151,cafeconnect,2021-06-24 11:40:23.000000
177,1579,Sputniki,2021-06-24 11:40:23.000000
178,3035,GPSnavi,2021-06-24 11:40:23.000000
179,9097,ТехноБарс,2021-06-24 11:40:23.000000
180,12828,i-store,2021-06-24 11:40:23.000000
181,331,Магазин 7435,2021-06-24 11:40:24.000000
182,16927,Moly,2021-06-24 11:40:24.000000
183,256,Мобилайн,2021-06-24 11:40:24.000000
184,1270,vizit,2021-06-24 11:40:24.000000
185,16865,KISET,2021-06-24 11:40:24.000000
186,19215,Foxstore,2021-06-24 11:40:24.000000
187,5105,MX,2021-06-24 11:40:24.000000
188,18865,"ООО ""Электротехимпорт""",2021-06-24 11:40:25.000000
189,613,Tehnominsk,2021-06-24 11:40:26.000000
190,1921,PROBEZNAL,2021-06-24 11:40:27.000000
191,12035,ElectrON,2021-06-24 11:40:27.000000
192,4717,c-media,2021-06-24 11:40:28.000000
193,14595,ЭльМор,2021-06-24 11:40:30.000000
194,17630,Alltractors,2021-06-24 11:40:30.000000
195,15795,1Like,2021-06-24 11:40:33.000000
196,147,ViP MARKET,2021-06-24 11:40:33.000000
197,16903,marchenko,2021-06-24 11:40:33.000000
198,18962,click,2021-06-24 11:40:33.000000
199,19370,kzr.shop.by,2021-06-24 11:40:34.000000
200,3115,Orbital,2021-06-24 11:40:35.000000
201,15157,Prostar,2021-06-24 11:40:36.000000
202,18444,Модный Мастер,2021-06-24 11:40:36.000000
203,1576,ZolotayaAkula,2021-06-24 11:40:53.000000
204,13896,domotehnika,2021-06-24 11:40:53.000000
205,15181,MAUNFELD,2021-06-24 11:40:54.000000
206,18614,КондиГвин,2021-06-24 11:40:54.000000
207,17211,Laretti.by,2021-06-24 11:40:56.000000
208,8063,garfield,2021-06-24 11:40:56.000000
209,7253,happyzoo,2021-06-24 11:40:58.000000
210,16467,Фирменный салон GEFEST,2021-06-24 11:41:10.000000
211,6035,"Магазин ""Черный и Зеленый""",2021-06-24 11:41:11.000000
212,15892,ГИРАС-Д,2021-06-24 11:41:21.000000
213,5136,"ООО""Музыка""",2021-06-24 11:41:23.000000
214,16807,VNstore,2021-06-24 11:41:23.000000
215,1042,Фотомагазин,2021-06-24 11:41:24.000000
216,1807,NetBox,2021-06-24 11:41:24.000000
217,8416,М.Аудио,2021-06-24 11:41:24.000000
218,1675,4PLAY,2021-06-24 11:41:24.000000
219,4991,MyDevice.,2021-06-24 11:41:24.000000
220,319,Inforoom,2021-06-24 11:41:24.000000
221,19346,F1Shop,2021-06-24 11:41:26.000000
222,18034,"""instock""",2021-06-24 11:41:26.000000
223,7175,piano - интернет-магазин музыкальных инструментов,2021-06-24 11:41:27.000000
224,17633,musicpro,2021-06-24 11:41:27.000000
225,5023,FOTERA,2021-06-24 11:41:27.000000
226,12333,INTERFOTO,2021-06-24 11:41:31.000000
227,18843,Emmet,2021-06-24 11:41:34.000000
228,5134,Mega-Market,2021-06-24 11:41:34.000000
229,1543,Promtorg,2021-06-24 11:41:34.000000
230,2379,ELIOT,2021-06-24 11:41:34.000000
231,12718,karcher-stuttgart,2021-06-24 11:41:34.000000
232,1801,24real,2021-06-24 11:41:34.000000
233,1701,robobot,2021-06-24 11:41:34.000000
234,1608,Mirtehniki,2021-06-24 11:41:34.000000
235,16526,Интернет магазин Керхер,2021-06-24 11:41:34.000000
236,17671,ONYXBOOX,2021-06-24 11:41:35.000000
237,12502,garagnik,2021-06-24 11:41:35.000000
238,12993,megacar,2021-06-24 11:41:35.000000
239,4198,syper shop,2021-06-24 11:41:35.000000
240,19429,АлмазPRO,2021-06-24 11:41:35.000000
241,19334,agrovelo,2021-06-24 11:41:35.000000
242,1794,bes shop,2021-06-24 11:41:36.000000
243,18925,Дом Уютных Решений,2021-06-24 11:41:38.000000
244,17059,denzel.by,2021-06-24 11:41:38.000000
245,16063,Садовая техника STIGA,2021-06-24 11:41:44.000000
246,5441,agropark,2021-06-24 11:41:49.000000
247,10189,Nasosov - интернет-гипермаркет насосов,2021-06-24 11:41:50.000000
248,19348,TERMOKRAFT,2021-06-24 11:41:51.000000
249,5293,Мир Инструмента,2021-06-24 11:41:51.000000
250,6297,maximal,2021-06-24 11:41:51.000000
251,16990,ART PLATINO,2021-06-24 11:41:57.000000
252,7948,IQ140,2021-06-24 11:41:57.000000
253,13466,gravitech,2021-06-24 11:41:57.000000
254,19437,Electrolux-market,2021-06-24 11:41:57.000000
255,1277,elmarket,2021-06-24 11:41:57.000000
256,7844,Techno,2021-06-24 11:41:58.000000
257,19419,Vi-Store,2021-06-24 11:41:58.000000
258,16067,santehall,2021-06-24 11:41:58.000000
259,13803,Интернет магазин Onestep,2021-06-24 11:41:58.000000
260,16590,REDMOND.BY,2021-06-24 11:42:00.000000
261,1681,Stolzakazov,2021-06-24 11:42:01.000000
262,15218,1SM,2021-06-24 11:42:01.000000
263,17336,Магазин сантехники ВОДОПАД,2021-06-24 11:42:01.000000
264,19309,Electrolux-shop,2021-06-24 11:42:03.000000
265,18336,homsair.by,2021-06-24 11:42:10.000000
266,17917,newtehno,2021-06-24 11:42:10.000000
267,15708,Аккамулик,2021-06-24 11:42:22.000000
268,13430,1akb,2021-06-24 11:42:22.000000
269,5263,Аккумулятор,2021-06-24 11:42:22.000000
270,9851,autospace,2021-06-24 11:42:22.000000
271,3156,РИМБАТ Маркет,2021-06-24 11:42:22.000000
272,5895,AutoEnergy,2021-06-24 11:42:22.000000
273,5120,Первая аккумуляторная компания,2021-06-24 11:42:22.000000
274,18897,OPTIMAL.,2021-06-24 11:42:22.000000
275,13945,battorg,2021-06-24 11:42:22.000000
276,161,"УП ""Компания ФОТО-6""",2021-06-24 11:42:27.000000
277,13274,Байдорс,2021-06-24 11:42:27.000000
278,10496,Dostupno.by,2021-06-24 11:42:27.000000
279,13140,4Двери,2021-06-24 11:42:27.000000
280,18357,dvernoirai.by,2021-06-24 11:42:27.000000
281,19063,Стрела-Двери,2021-06-24 11:42:28.000000
282,19146,7 квадратов,2021-06-24 11:42:28.000000
283,16092,Dveri magna,2021-06-24 11:42:29.000000
284,6869,"ОДО ""КОЛЕСОПЛЮС""",2021-06-24 11:42:32.000000
285,12003,ВИКТОГОР ГРУПП,2021-06-24 11:42:32.000000
286,3767,e-koleso,2021-06-24 11:42:32.000000
287,16708,Pro100tehnika,2021-06-24 11:42:32.000000
288,606,mobistyle.,2021-06-24 11:42:32.000000
289,16530,braun-shop.by,2021-06-24 11:42:33.000000
290,16782,MTI.BY,2021-06-24 11:43:10.000000
291,12881,ТМБ,2021-06-24 11:43:16.000000
292,9564,4 seasons,2021-06-24 11:43:17.000000
293,13605,Капасити,2021-06-24 11:43:23.000000
294,19184,Почтовый интернет-магазин,2021-06-24 11:43:26.000000
295,16529,kenwood-shop.by,2021-06-24 11:43:27.000000
296,19193,3Kita,2021-06-24 11:43:41.000000
297,8371,M-velo,2021-06-24 11:43:42.000000
298,8371,M-velo,2021-06-24 11:43:42.000000
299,19338,ZABAVA-SHOP,2021-06-24 11:43:50.000000
300,18421,МЯЧИКИ,2021-06-24 11:43:59.000000
301,12801,tdmajor,2021-06-24 11:44:00.000000
302,19306,"""СкарбонкаБел""",2021-06-24 11:44:00.000000
303,7689,Спорттовары,2021-06-24 11:44:00.000000
304,4515,union shop,2021-06-24 11:44:00.000000
305,15530,Овертайм,2021-06-24 11:44:00.000000
306,19143,BVT.by,2021-06-24 11:44:06.000000
307,3698,technozone,2021-06-24 11:44:19.000000
308,17235,madgeeks,2021-06-24 11:44:32.000000
309,17237,picooc.by,2021-06-24 11:44:32.000000
310,7557,tut24.by,2021-06-24 11:44:39.000000
311,15003,Holodilnik,2021-06-24 11:44:53.000000
312,5486,Гефест Минск Гродно,2021-06-24 11:44:53.000000
313,17399,Магазин подарков vberloge,2021-06-24 11:45:04.000000
314,17902,igrushkino,2021-06-24 11:45:10.000000
315,16941,Интернет-магазин 901.by,2021-06-24 11:45:23.000000
316,5603,"""швейные машины"" магазин - мастерская",2021-06-24 11:45:27.000000
317,5527,hobbyshop.by,2021-06-24 11:45:27.000000
318,11882,Магазин Швейный Советник,2021-06-24 11:45:27.000000
319,19451,Интернет-магазин Vseigrushki,2021-06-24 11:45:31.000000
320,17844,beru,2021-06-24 11:45:31.000000
321,7678,boardgames.,2021-06-24 11:45:31.000000
322,11833,RedMoose,2021-06-24 11:45:31.000000
323,9654,Сундучёк,2021-06-24 11:45:31.000000
324,14170,Гульня,2021-06-24 11:45:37.000000
325,16464,igramag,2021-06-24 11:45:43.000000
326,17274,mamin-dom,2021-06-24 11:46:19.000000
327,16442,dommelochi,2021-06-24 11:46:28.000000
328,707,Agroup,2021-06-24 11:46:39.000000
329,18371,4050,2021-06-24 11:46:39.000000
330,167,Рассрочка,2021-06-24 11:46:39.000000
331,16425,69F,2021-06-24 11:46:39.000000
332,11313,MARO,2021-06-24 11:46:40.000000
333,16048,e-klimat.by,2021-06-24 11:46:40.000000
334,6157,vodonagrevatel,2021-06-24 11:46:41.000000
335,16528,delonghi shop,2021-06-24 11:46:41.000000
336,18435,Аккордцвета,2021-06-24 11:46:42.000000
337,17481,Klimatshop,2021-06-24 11:46:50.000000
338,13557,Ledeme,2021-06-24 11:46:54.000000
339,13064,Zerkalka-shop,2021-06-24 11:46:55.000000
340,163,PHOTOSHOP,2021-06-24 11:46:55.000000
341,19302,Eclipse-безнал,2021-06-24 11:46:55.000000
342,5615,mirmatrasov,2021-06-24 11:46:55.000000
343,5142,Матрасы Vegas,2021-06-24 11:46:55.000000
344,6882,mebeltrade,2021-06-24 11:46:55.000000
345,15548,mrsleep.by,2021-06-24 11:46:55.000000
346,18847,Fluger,2021-06-24 11:47:45.000000
347,16184,Климатический магазин VTC,2021-06-24 11:47:57.000000
348,14057,МИКРО-КЛИМАТ,2021-06-24 11:47:58.000000
349,15724,Климатические решения,2021-06-24 11:47:59.000000
350,15263,Оfficeton,2021-06-24 11:48:06.000000
351,16731,eos.by,2021-06-24 11:48:07.000000
352,10840,New Store,2021-06-24 11:48:15.000000
353,16558,Uppstore.by,2021-06-24 11:48:15.000000
354,14519,oiltut.by,2021-06-24 11:48:22.000000
355,14225,Умный Климат,2021-06-24 11:48:27.000000
356,16849,Huawei,2021-06-24 11:48:33.000000
357,9666,VOLTRA,2021-06-24 11:48:36.000000
358,13399,Vodolei,2021-06-24 11:48:36.000000
359,14778,Теплосантехника,2021-06-24 11:48:36.000000
360,17451,THERMAS.BY,2021-06-24 11:48:36.000000
361,18468,Santon,2021-06-24 11:48:36.000000
362,16829,iheat отопление водоснабжение,2021-06-24 11:48:36.000000
363,15966,obogreem,2021-06-24 11:48:37.000000
364,3256,Фильтры для воды ООО БелАкваМир,2021-06-24 11:48:37.000000
365,19263,Газтерма,2021-06-24 11:48:39.000000
366,18568,ЕС-Маркет,2021-06-24 11:48:40.000000
367,16954,streamenergy,2021-06-24 11:48:57.000000
368,15951,ВАТА БЕЛ,2021-06-24 11:49:32.000000
369,19358,МУРАВЕЙ.БЕЛ,2021-06-24 11:49:34.000000
370,16149,Сантехник-А,2021-06-24 11:49:50.000000
371,15016,KEMPING,2021-06-24 11:49:53.000000
372,16582,Robinzon.by,2021-06-24 11:49:53.000000
373,14394,"Магазин рыболовных товаров ""Рыбачок""",2021-06-24 11:50:10.000000
374,15272,24zakaz,2021-06-24 11:50:27.000000
375,18890,Стант-Креп,2021-06-24 11:50:37.000000
376,6355,teplograd,2021-06-24 11:50:45.000000
377,19406,Климатическая техника,2021-06-24 11:50:46.000000
378,9885,БЛК7,2021-06-24 11:50:46.000000
379,18716,teplosale,2021-06-24 11:50:46.000000
380,3502,giz,2021-06-24 11:50:46.000000
381,15595,gazteplovoda,2021-06-24 11:50:47.000000
382,19147,Мобайл,2021-06-24 11:51:06.000000
383,18343,Electro Market,2021-06-24 11:51:06.000000
384,475,"Унитарное предприятие ""А1""",2021-06-24 11:51:06.000000
385,1906,Mobilworld,2021-06-24 11:51:06.000000
386,326,СОТА,2021-06-24 11:51:06.000000
387,8569,NewPhone,2021-06-24 11:51:06.000000
388,19394,Евросет,2021-06-24 11:51:07.000000
389,15697,i-product,2021-06-24 11:51:07.000000
390,18584,GIGASHOP,2021-06-24 11:51:07.000000
391,19464,TDM,2021-06-24 11:51:07.000000
392,19068,ULTRA BY,2021-06-24 11:51:07.000000
393,1702,Телефоника,2021-06-24 11:51:07.000000
394,6352,Интернет-магазин МТС,2021-06-24 11:51:07.000000
395,6487,АЛЛОплюс,2021-06-24 11:51:08.000000
396,16478,Mobigsm,2021-06-24 11:51:08.000000
397,17599,it-m.sony,2021-06-24 11:51:08.000000
398,16397,ремонт-пылесосов.бел,2021-06-24 11:51:10.000000
399,13054,GoPro Беларусь,2021-06-24 11:51:10.000000
400,17142,belitcom.by,2021-06-24 11:51:14.000000
401,13304,"ООО ""МедиаСтройИмидж""",2021-06-24 11:51:15.000000
402,3319,Garmin,2021-06-24 11:51:20.000000
403,4781,Drive-Sport,2021-06-24 11:51:22.000000
404,7221,ВЕЛОБАЙК,2021-06-24 11:51:22.000000
405,13013,интернет-магазин Контур,2021-06-24 11:51:23.000000
406,4396,Vybor,2021-06-24 11:51:23.000000
407,6055,"Веломагазин ""Трек""",2021-06-24 11:51:23.000000
408,18345,ВелоТойс,2021-06-24 11:51:23.000000
409,14609,tvojvelik,2021-06-24 11:51:23.000000
410,19061,Nasporte,2021-06-24 11:51:23.000000
411,224,xmedia.,2021-06-24 11:51:24.000000
412,16799,PROsumki,2021-06-24 11:51:24.000000
413,332,LeaderGroup,2021-06-24 11:51:24.000000
414,17187,Distrib.by,2021-06-24 11:51:24.000000
415,13925,sportsity,2021-06-24 11:51:32.000000
416,13841,Активная Зона,2021-06-24 11:51:32.000000
417,15792,Sport land,2021-06-24 11:51:33.000000
418,7044,sheah,2021-06-24 11:51:33.000000
419,18381,KAKADOO,2021-06-24 11:51:33.000000
420,17614,alpinsport,2021-06-24 11:51:34.000000
421,10298,FIT-SPORT,2021-06-24 11:51:36.000000
422,12845,sportivka.by,2021-06-24 11:51:36.000000
423,15301,tyrnik,2021-06-24 11:51:54.000000
424,14526,ubertech.by,2021-06-24 11:51:59.000000
425,1487,Audio-Video,2021-06-24 11:52:01.000000
426,19371,ArsenalVideo,2021-06-24 11:52:03.000000
427,12482,YVS,2021-06-24 11:52:03.000000
428,19310,ASVIK,2021-06-24 11:52:04.000000
429,17939,UNSB,2021-06-24 11:52:04.000000
430,16851,CTV-shop,2021-06-24 11:52:04.000000
431,16764,videodoma,2021-06-24 11:52:04.000000
432,16764,videodoma,2021-06-24 11:52:04.000000
433,17736,Видеомастер,2021-06-24 11:52:04.000000
434,13087,ipvision.by,2021-06-24 11:52:04.000000
435,4643,Сетевая Лаборатория,2021-06-24 11:52:04.000000
436,17039,Datastream.by,2021-06-24 11:52:09.000000
437,19171,Kiss-kiss.by,2021-06-24 11:52:12.000000
438,19474,SexDealer,2021-06-24 11:52:12.000000
439,19259,"""Amor.by""",2021-06-24 11:52:13.000000
440,10231,Dagfarn,2021-06-24 11:52:15.000000
441,18940,Энкриптор,2021-06-24 11:52:15.000000
442,18940,Энкриптор,2021-06-24 11:52:15.000000
443,12832,autodvr,2021-06-24 11:52:18.000000
444,12523,WestLink,2021-06-24 11:52:18.000000
445,2453,Технохол,2021-06-24 11:52:23.000000
446,1552,Мир эспрессо,2021-06-24 11:52:49.000000
447,14376,BlackStore,2021-06-24 11:52:49.000000
448,18680,Santehno,2021-06-24 11:52:53.000000
449,15958,Itsmart,2021-06-24 11:52:53.000000
450,12426,www.24foto.by,2021-06-24 11:52:53.000000
451,8490,Титан Техно,2021-06-24 11:52:53.000000
452,622,Rakurs,2021-06-24 11:52:55.000000
453,13067,MIRMOEK,2021-06-24 11:53:02.000000
454,13125,Mebelart,2021-06-24 11:54:13.000000
455,13293,Marketstroy.by,2021-06-24 11:54:15.000000
456,14231,Интернет-магазин Хозтоварищ,2021-06-24 11:54:16.000000
457,14272,БЕНЗОЦЕНТР,2021-06-24 11:54:17.000000
458,6643,benz.by,2021-06-24 11:54:30.000000
459,19454,tehnovek,2021-06-24 11:54:37.000000
460,13591,thermoval,2021-06-24 11:54:37.000000
461,17957,san-market.by,2021-06-24 11:54:37.000000
462,19389,CITYCLIMATE.BY,2021-06-24 11:54:37.000000
463,8795,kit,2021-06-24 11:54:37.000000
464,1665," ""УмкаБелМед""",2021-06-24 11:55:27.000000
465,18853,barbell.by,2021-06-24 11:56:17.000000
466,17756,Спорт Центр,2021-06-24 11:56:17.000000
467,16323,turnikdoma,2021-06-24 11:56:18.000000
468,18051,Музыкантский,2021-06-24 11:56:30.000000
469,13029,GuitarCity.by,2021-06-24 11:56:31.000000
470,18151,guitarman,2021-06-24 11:56:32.000000
471,18720,River Group,2021-06-24 11:56:36.000000
472,5155,biolan-magazin,2021-06-24 11:56:37.000000
473,17812,Магазин Фасад,2021-06-24 11:56:38.000000
474,17992,"""Стройпрогресс-18""",2021-06-24 11:56:40.000000
475,11536,Hoztovar,2021-06-24 11:56:42.000000
476,18959,gx,2021-06-24 11:56:49.000000
477,4782,КОММЕРУС,2021-06-24 11:56:54.000000
478,15441,Смарт Бизнес Технолоджи,2021-06-24 11:56:54.000000
479,16315,Теплый Свет,2021-06-24 11:56:58.000000
480,16140,inin.by,2021-06-24 11:57:03.000000
481,7378,mandarin,2021-06-24 11:57:11.000000
482,14021,Astel,2021-06-24 11:57:11.000000
483,14833,petra,2021-06-24 11:57:14.000000
484,15738,Beauty House,2021-06-24 11:57:26.000000
485,18101,PROFESSIONAL,2021-06-24 11:57:26.000000
486,8393,babylux,2021-06-24 11:57:31.000000
487,16349,"""Detstvo-v-luxe"" — Реальный Шоу-Рум",2021-06-24 11:57:31.000000
488,9247,Kidsby,2021-06-24 11:57:32.000000
489,18578,Helens.by,2021-06-24 11:57:33.000000
490,10680,m-t,2021-06-24 11:57:36.000000
491,14034,Остров Чистоты,2021-06-24 11:57:54.000000
